"Date Time, GMT-07:00";"Temp, °F";"Temp, °F";"Coupler Detached";"Coupler Attached";"Host Connected";"End Of File"
20-08-10 17:00:00;42,847;54,343;;;;
20-08-10 18:00:00;42,247;51,237;;;;
20-08-10 19:00:00;43,990;51,062;;;;
20-08-10 20:00:00;42,525;49,116;;;;
20-08-10 21:00:00;39,454;44,809;;;;
20-08-10 22:00:00;40,204;41,740;;;;
20-08-10 23:00:00;39,596;39,830;;;;
21-08-10 00:00:00;39,690;39,877;;;;
21-08-10 01:00:00;39,407;38,700;;;;
21-08-10 02:00:00;38,842;36,795;;;;
21-08-10 03:00:00;37,942;35,443;;;;
21-08-10 04:00:00;38,606;36,217;;;;
21-08-10 05:00:00;39,124;37,035;;;;
21-08-10 06:00:00;38,937;37,513;;;;
21-08-10 07:00:00;38,842;38,131;;;;
21-08-10 08:00:00;39,267;40,485;;;;
21-08-10 09:00:00;40,064;43,808;;;;
21-08-10 10:00:00;40,438;46,166;;;;
21-08-10 11:00:00;42,433;50,576;;;;
21-08-10 12:00:00;42,064;52,992;;;;
21-08-10 13:00:00;44,355;55,690;;;;
21-08-10 14:00:00;46,076;56,901;;;;
21-08-10 15:00:00;45,761;56,988;;;;
21-08-10 16:00:00;45,354;56,988;;;;
21-08-10 17:00:00;45,262;55,690;;;;
21-08-10 18:00:00;46,391;56,944;;;;
21-08-10 19:00:00;45,444;52,729;;;;
21-08-10 20:00:00;47,154;50,664;;;;
21-08-10 21:00:00;44,127;47,647;;;;
21-08-10 22:00:00;43,716;43,214;;;;
21-08-10 23:00:00;43,351;41,508;;;;
22-08-10 00:00:00;42,939;40,626;;;;
22-08-10 01:00:00;42,064;39,454;;;;
22-08-10 02:00:00;41,554;38,984;;;;
22-08-10 03:00:00;40,811;38,464;;;;
22-08-10 04:00:00;40,626;38,037;;;;
22-08-10 05:00:00;39,970;37,416;;;;
22-08-10 06:00:00;39,502;36,603;;;;
22-08-10 07:00:00;39,220;35,492;;;;
22-08-10 08:00:00;39,502;36,410;;;;
22-08-10 09:00:00;40,345;36,747;;;;
22-08-10 10:00:00;41,554;36,698;;;;
22-08-10 11:00:00;44,991;40,438;;;;
22-08-10 12:00:00;45,399;48,583;;;;
22-08-10 13:00:00;44,719;46,931;;;;
22-08-10 14:00:00;47,109;50,356;;;;
22-08-10 15:00:00;47,064;49,825;;;;
22-08-10 16:00:00;48,315;48,137;;;;
22-08-10 17:00:00;48,004;49,604;;;;
22-08-10 18:00:00;47,064;50,135;;;;
22-08-10 19:00:00;44,310;46,436;;;;
22-08-10 20:00:00;43,990;44,445;;;;
22-08-10 21:00:00;42,755;42,386;;;;
22-08-10 22:00:00;42,433;41,230;;;;
22-08-10 23:00:00;42,109;40,532;;;;
23-08-10 00:00:00;41,277;40,111;;;;
23-08-10 01:00:00;40,764;39,502;;;;
23-08-10 02:00:00;40,672;39,643;;;;
23-08-10 03:00:00;40,392;39,502;;;;
23-08-10 04:00:00;40,532;38,700;;;;
23-08-10 05:00:00;40,579;37,513;;;;
23-08-10 06:00:00;39,596;36,459;;;;
23-08-10 07:00:00;39,970;35,879;;;;
23-08-10 08:00:00;40,438;36,554;;;;
23-08-10 09:00:00;41,043;39,877;;;;
23-08-10 10:00:00;43,122;43,443;;;;
23-08-10 11:00:00;43,900;47,826;;;;
23-08-10 12:00:00;43,853;47,422;;;;
23-08-10 13:00:00;43,214;47,647;;;;
23-08-10 14:00:00;43,396;48,938;;;;
23-08-10 15:00:00;43,396;49,737;;;;
23-08-10 16:00:00;42,755;49,249;;;;
23-08-10 17:00:00;42,341;49,116;;;;
23-08-10 18:00:00;41,693;47,557;;;;
23-08-10 19:00:00;41,554;46,346;;;;
23-08-10 20:00:00;41,416;45,082;;;;
23-08-10 21:00:00;41,043;43,351;;;;
23-08-10 22:00:00;41,230;41,925;;;;
23-08-10 23:00:00;40,532;40,719;;;;
24-08-10 00:00:00;40,858;40,719;;;;
24-08-10 01:00:00;40,672;40,111;;;;
24-08-10 02:00:00;39,736;38,606;;;;
24-08-10 03:00:00;39,830;38,226;;;;
24-08-10 04:00:00;39,549;38,511;;;;
24-08-10 05:00:00;39,830;38,511;;;;
24-08-10 06:00:00;39,736;39,407;;;;
24-08-10 07:00:00;39,078;39,124;;;;
24-08-10 08:00:00;40,345;39,830;;;;
24-08-10 09:00:00;40,204;41,043;;;;
24-08-10 10:00:00;40,345;43,808;;;;
24-08-10 11:00:00;42,616;49,428;;;;
24-08-10 12:00:00;42,984;51,105;;;;
24-08-10 13:00:00;43,167;50,047;;;;
24-08-10 14:00:00;44,537;53,166;;;;
24-08-10 15:00:00;45,986;56,251;;;;
24-08-10 16:00:00;44,263;53,298;;;;
24-08-10 17:00:00;45,941;55,125;;;;
24-08-10 18:00:00;46,526;54,604;;;;
24-08-10 19:00:00;45,986;54,691;;;;
24-08-10 20:00:00;44,492;49,692;;;;
24-08-10 21:00:00;43,990;46,481;;;;
24-08-10 22:00:00;44,400;44,719;;;;
24-08-10 23:00:00;42,755;43,945;;;;
25-08-10 00:00:00;42,616;43,443;;;;
25-08-10 01:00:00;42,478;42,984;;;;
25-08-10 02:00:00;41,648;42,847;;;;
25-08-10 03:00:00;41,277;42,800;;;;
25-08-10 04:00:00;40,905;42,433;;;;
25-08-10 05:00:00;40,017;42,017;;;;
25-08-10 06:00:00;40,017;41,508;;;;
25-08-10 07:00:00;39,220;41,137;;;;
25-08-10 08:00:00;39,549;41,463;;;;
25-08-10 09:00:00;39,877;42,708;;;;
25-08-10 10:00:00;40,158;44,218;;;;
25-08-10 11:00:00;40,672;48,717;;;;
25-08-10 12:00:00;41,970;51,325;;;;
25-08-10 13:00:00;42,294;51,017;;;;
25-08-10 14:00:00;42,525;50,576;;;;
25-08-10 15:00:00;44,173;56,340;;;;
25-08-10 16:00:00;43,443;60,003;;;;
25-08-10 17:00:00;42,663;50,621;;;;
25-08-10 18:00:00;42,939;50,709;;;;
25-08-10 19:00:00;42,892;52,029;;;;
25-08-10 20:00:00;41,184;48,450;;;;
25-08-10 21:00:00;40,905;45,624;;;;
25-08-10 22:00:00;41,137;44,173;;;;
25-08-10 23:00:00;40,626;43,579;;;;
26-08-10 00:00:00;40,672;42,984;;;;
26-08-10 01:00:00;40,298;42,616;;;;
26-08-10 02:00:00;40,111;42,247;;;;
26-08-10 03:00:00;39,877;41,693;;;;
26-08-10 04:00:00;39,643;41,508;;;;
26-08-10 05:00:00;39,736;40,017;;;;
26-08-10 06:00:00;40,111;40,532;;;;
26-08-10 07:00:00;39,877;40,626;;;;
26-08-10 08:00:00;40,298;40,905;;;;
26-08-10 09:00:00;40,298;41,322;;;;
26-08-10 10:00:00;40,485;42,708;;;;
26-08-10 11:00:00;40,579;44,355;;;;
26-08-10 12:00:00;40,626;44,719;;;;
26-08-10 13:00:00;41,787;49,028;;;;
26-08-10 14:00:00;43,534;50,002;;;;
26-08-10 15:00:00;39,877;44,218;;;;
26-08-10 16:00:00;40,858;37,321;;;;
26-08-10 17:00:00;43,900;47,871;;;;
26-08-10 18:00:00;43,900;54,212;;;;
26-08-10 19:00:00;42,525;47,199;;;;
26-08-10 20:00:00;44,991;47,019;;;;
26-08-10 21:00:00;42,017;43,716;;;;
26-08-10 22:00:00;42,109;39,031;;;;
26-08-10 23:00:00;41,508;37,369;;;;
27-08-10 00:00:00;41,322;35,638;;;;
27-08-10 01:00:00;40,811;34,761;;;;
27-08-10 02:00:00;40,251;33,386;;;;
27-08-10 03:00:00;40,345;33,831;;;;
27-08-10 04:00:00;39,549;34,075;;;;
27-08-10 05:00:00;39,173;33,978;;;;
27-08-10 06:00:00;38,889;33,928;;;;
27-08-10 07:00:00;38,984;33,879;;;;
27-08-10 08:00:00;39,313;33,928;;;;
27-08-10 09:00:00;39,830;33,978;;;;
27-08-10 10:00:00;40,858;33,978;;;;
27-08-10 11:00:00;42,755;34,223;;;;
27-08-10 12:00:00;44,582;45,534;;;;
27-08-10 13:00:00;47,244;52,246;;;;
27-08-10 14:00:00;49,116;55,906;;;;
27-08-10 15:00:00;50,092;55,038;;;;
27-08-10 16:00:00;50,841;52,641;;;;
27-08-10 17:00:00;51,940;53,994;;;;
27-08-10 18:00:00;52,860;58,498;;;;
27-08-10 19:00:00;52,246;58,498;;;;
27-08-10 20:00:00;49,825;52,817;;;;
27-08-10 21:00:00;44,991;47,199;;;;
27-08-10 22:00:00;42,064;41,463;;;;
27-08-10 23:00:00;41,463;39,313;;;;
28-08-10 00:00:00;40,998;38,037;;;;
28-08-10 01:00:00;40,017;36,891;;;;
28-08-10 02:00:00;39,643;36,169;;;;
28-08-10 03:00:00;39,549;35,443;;;;
28-08-10 04:00:00;38,653;34,907;;;;
28-08-10 05:00:00;38,415;34,565;;;;
28-08-10 06:00:00;38,273;34,174;;;;
28-08-10 07:00:00;37,893;33,780;;;;
28-08-10 08:00:00;38,179;34,075;;;;
28-08-10 09:00:00;38,984;34,320;;;;
28-08-10 10:00:00;40,111;34,761;;;;
28-08-10 11:00:00;43,030;35,443;;;;
28-08-10 12:00:00;44,627;44,355;;;;
28-08-10 13:00:00;45,669;49,028;;;;
28-08-10 14:00:00;47,334;51,809;;;;
28-08-10 15:00:00;47,736;50,974;;;;
28-08-10 16:00:00;46,796;53,384;;;;
28-08-10 17:00:00;47,154;52,860;;;;
28-08-10 18:00:00;46,571;51,589;;;;
28-08-10 19:00:00;44,674;49,428;;;;
28-08-10 20:00:00;43,534;45,896;;;;
28-08-10 21:00:00;42,341;42,525;;;;
28-08-10 22:00:00;41,554;40,111;;;;
28-08-10 23:00:00;40,951;38,842;;;;
29-08-10 00:00:00;41,277;39,124;;;;
29-08-10 01:00:00;40,905;38,984;;;;
29-08-10 02:00:00;39,502;37,893;;;;
29-08-10 03:00:00;38,748;35,879;;;;
29-08-10 04:00:00;39,830;36,266;;;;
29-08-10 05:00:00;39,736;37,369;;;;
29-08-10 06:00:00;38,984;36,986;;;;
29-08-10 07:00:00;39,313;36,410;;;;
29-08-10 08:00:00;39,267;37,751;;;;
29-08-10 09:00:00;40,251;41,693;;;;
29-08-10 10:00:00;40,764;45,896;;;;
29-08-10 11:00:00;41,787;49,161;;;;
29-08-10 12:00:00;43,443;52,992;;;;
29-08-10 13:00:00;42,984;52,378;;;;
29-08-10 14:00:00;45,624;53,078;;;;
29-08-10 15:00:00;49,914;55,038;;;;
29-08-10 16:00:00;49,204;52,686;;;;
29-08-10 17:00:00;51,809;57,463;;;;
29-08-10 18:00:00;52,817;58,239;;;;
29-08-10 19:00:00;51,633;57,636;;;;
29-08-10 20:00:00;49,604;52,903;;;;
29-08-10 21:00:00;47,064;46,526;;;;
29-08-10 22:00:00;44,809;39,970;;;;
29-08-10 23:00:00;44,809;36,795;;;;
30-08-10 00:00:00;44,991;36,698;;;;
30-08-10 01:00:00;45,172;39,078;;;;
30-08-10 02:00:00;44,173;38,273;;;;
30-08-10 03:00:00;43,259;36,842;;;;
30-08-10 04:00:00;42,570;35,298;;;;
30-08-10 05:00:00;42,525;34,810;;;;
30-08-10 06:00:00;42,708;36,505;;;;
30-08-10 07:00:00;41,648;36,266;;;;
30-08-10 08:00:00;41,322;36,120;;;;
30-08-10 09:00:00;42,064;36,554;;;;
30-08-10 10:00:00;42,755;36,939;;;;
30-08-10 11:00:00;44,627;37,225;;;;
30-08-10 12:00:00;46,481;45,986;;;;
30-08-10 13:00:00;50,488;52,641;;;;
30-08-10 14:00:00;49,116;55,429;;;;
30-08-10 15:00:00;50,974;54,734;;;;
30-08-10 16:00:00;50,974;51,148;;;;
30-08-10 17:00:00;52,817;52,554;;;;
30-08-10 18:00:00;53,209;54,473;;;;
30-08-10 19:00:00;52,554;53,690;;;;
30-08-10 20:00:00;51,940;52,860;;;;
30-08-10 21:00:00;46,931;48,004;;;;
30-08-10 22:00:00;45,444;44,719;;;;
30-08-10 23:00:00;45,082;43,716;;;;
31-08-10 00:00:00;43,808;43,075;;;;
31-08-10 01:00:00;41,463;42,156;;;;
31-08-10 02:00:00;42,156;41,601;;;;
31-08-10 03:00:00;41,832;39,830;;;;
31-08-10 04:00:00;41,463;38,415;;;;
31-08-10 05:00:00;41,740;39,549;;;;
31-08-10 06:00:00;41,832;40,064;;;;
31-08-10 07:00:00;42,294;39,783;;;;
31-08-10 08:00:00;42,386;40,251;;;;
31-08-10 09:00:00;43,259;42,341;;;;
31-08-10 10:00:00;42,294;44,127;;;;
31-08-10 11:00:00;43,030;47,736;;;;
31-08-10 12:00:00;43,534;48,850;;;;
31-08-10 13:00:00;44,082;51,589;;;;
31-08-10 14:00:00;45,082;51,105;;;;
31-08-10 15:00:00;46,166;55,949;;;;
31-08-10 16:00:00;44,218;53,472;;;;
31-08-10 17:00:00;45,761;54,561;;;;
31-08-10 18:00:00;45,262;52,291;;;;
31-08-10 19:00:00;43,716;46,931;;;;
31-08-10 20:00:00;43,624;46,931;;;;
31-08-10 21:00:00;43,259;45,262;;;;
31-08-10 22:00:00;42,341;42,892;;;;
31-08-10 23:00:00;42,800;41,787;;;;
01-09-10 00:00:00;42,708;41,693;;;;
01-09-10 01:00:00;42,616;41,416;;;;
01-09-10 02:00:00;42,708;41,230;;;;
01-09-10 03:00:00;42,755;41,184;;;;
01-09-10 04:00:00;43,075;41,322;;;;
01-09-10 05:00:00;42,892;41,137;;;;
01-09-10 06:00:00;42,847;41,322;;;;
01-09-10 07:00:00;42,616;41,230;;;;
01-09-10 08:00:00;42,570;41,787;;;;
01-09-10 09:00:00;42,939;42,892;;;;
01-09-10 10:00:00;43,259;43,900;;;;
01-09-10 11:00:00;45,127;46,076;;;;
01-09-10 12:00:00;45,307;48,450;;;;
01-09-10 13:00:00;48,315;51,721;;;;
01-09-10 14:00:00;49,737;54,255;;;;
01-09-10 15:00:00;47,691;52,903;;;;
01-09-10 16:00:00;48,049;53,602;;;;
01-09-10 17:00:00;47,602;53,602;;;;
01-09-10 18:00:00;45,307;49,825;;;;
01-09-10 19:00:00;44,719;48,137;;;;
01-09-10 20:00:00;43,443;45,444;;;;
01-09-10 21:00:00;43,122;43,122;;;;
01-09-10 22:00:00;42,156;41,648;;;;
01-09-10 23:00:00;42,064;40,626;;;;
02-09-10 00:00:00;41,787;40,017;;;;
02-09-10 01:00:00;40,345;39,502;;;;
02-09-10 02:00:00;40,626;39,454;;;;
02-09-10 03:00:00;40,064;39,454;;;;
02-09-10 04:00:00;38,984;39,454;;;;
02-09-10 05:00:00;38,889;39,407;;;;
02-09-10 06:00:00;38,842;39,360;;;;
02-09-10 07:00:00;38,368;38,984;;;;
02-09-10 08:00:00;35,492;35,928;;;;
02-09-10 09:00:00;34,419;33,138;;;;
02-09-10 10:00:00;35,152;36,459;;;;
02-09-10 11:00:00;35,782;37,846;;;;
02-09-10 12:00:00;36,795;42,892;;;;
02-09-10 13:00:00;38,748;47,199;;;;
02-09-10 14:00:00;40,951;49,561;;;;
02-09-10 15:00:00;41,693;53,166;;;;
02-09-10 16:00:00;42,663;51,501;;;;
02-09-10 17:00:00;43,808;50,092;;;;
02-09-10 18:00:00;44,218;48,272;;;;
02-09-10 19:00:00;44,901;48,450;;;;
02-09-10 20:00:00;42,800;46,526;;;;
02-09-10 21:00:00;42,109;42,984;;;;
02-09-10 22:00:00;41,648;40,111;;;;
02-09-10 23:00:00;40,858;38,937;;;;
03-09-10 00:00:00;40,485;37,465;;;;
03-09-10 01:00:00;40,111;37,225;;;;
03-09-10 02:00:00;39,690;36,939;;;;
03-09-10 03:00:00;38,037;35,298;;;;
03-09-10 04:00:00;39,173;34,713;;;;
03-09-10 05:00:00;38,748;34,419;;;;
03-09-10 06:00:00;37,081;34,371;;;;
03-09-10 07:00:00;37,369;34,664;;;;
03-09-10 08:00:00;37,798;36,603;;;;
03-09-10 09:00:00;38,179;38,322;;;;
03-09-10 10:00:00;38,226;39,313;;;;
03-09-10 11:00:00;38,795;41,463;;;;
03-09-10 12:00:00;39,407;44,082;;;;
03-09-10 13:00:00;39,924;45,172;;;;
03-09-10 14:00:00;40,764;49,516;;;;
03-09-10 15:00:00;40,345;49,249;;;;
03-09-10 16:00:00;41,508;49,692;;;;
03-09-10 17:00:00;42,247;51,237;;;;
03-09-10 18:00:00;44,764;51,678;;;;
03-09-10 19:00:00;43,259;52,686;;;;
03-09-10 20:00:00;41,043;46,886;;;;
03-09-10 21:00:00;40,579;43,945;;;;
03-09-10 22:00:00;40,204;42,386;;;;
03-09-10 23:00:00;40,626;41,601;;;;
04-09-10 00:00:00;40,345;41,277;;;;
04-09-10 01:00:00;40,064;41,043;;;;
04-09-10 02:00:00;39,643;40,811;;;;
04-09-10 03:00:00;39,220;40,298;;;;
04-09-10 04:00:00;39,596;39,783;;;;
04-09-10 05:00:00;39,454;39,783;;;;
04-09-10 06:00:00;39,220;39,549;;;;
04-09-10 07:00:00;39,924;39,267;;;;
04-09-10 08:00:00;39,783;39,454;;;;
04-09-10 09:00:00;40,251;41,137;;;;
04-09-10 10:00:00;40,345;44,946;;;;
04-09-10 11:00:00;41,463;48,137;;;;
04-09-10 12:00:00;43,900;51,370;;;;
04-09-10 13:00:00;46,031;52,597;;;;
04-09-10 14:00:00;48,850;55,386;;;;
04-09-10 15:00:00;47,736;55,515;;;;
04-09-10 16:00:00;50,886;56,340;;;;
04-09-10 17:00:00;50,886;56,208;;;;
04-09-10 18:00:00;51,413;54,734;;;;
04-09-10 19:00:00;50,002;52,072;;;;
04-09-10 20:00:00;48,315;48,538;;;;
04-09-10 21:00:00;43,443;42,939;;;;
04-09-10 22:00:00;41,043;40,017;;;;
04-09-10 23:00:00;40,764;38,795;;;;
05-09-10 00:00:00;39,407;37,656;;;;
05-09-10 01:00:00;38,937;36,842;;;;
05-09-10 02:00:00;38,322;36,169;;;;
05-09-10 03:00:00;38,179;35,782;;;;
05-09-10 04:00:00;37,846;35,541;;;;
05-09-10 05:00:00;37,989;35,298;;;;
05-09-10 06:00:00;37,798;35,152;;;;
05-09-10 07:00:00;36,361;34,419;;;;
05-09-10 08:00:00;38,557;35,638;;;;
05-09-10 09:00:00;39,643;38,084;;;;
05-09-10 10:00:00;39,267;39,924;;;;
05-09-10 11:00:00;37,656;40,392;;;;
05-09-10 12:00:00;36,842;40,764;;;;
05-09-10 13:00:00;36,410;40,951;;;;
05-09-10 14:00:00;36,217;40,672;;;;
05-09-10 15:00:00;36,266;41,787;;;;
05-09-10 16:00:00;35,541;41,322;;;;
05-09-10 17:00:00;36,313;40,764;;;;
05-09-10 18:00:00;35,055;40,485;;;;
05-09-10 19:00:00;35,589;38,795;;;;
05-09-10 20:00:00;35,685;39,549;;;;
05-09-10 21:00:00;35,200;38,511;;;;
05-09-10 22:00:00;35,443;37,702;;;;
05-09-10 23:00:00;35,152;37,274;;;;
06-09-10 00:00:00;35,685;37,081;;;;
06-09-10 01:00:00;35,638;36,986;;;;
06-09-10 02:00:00;35,298;36,891;;;;
06-09-10 03:00:00;35,638;36,986;;;;
06-09-10 04:00:00;35,830;37,035;;;;
06-09-10 05:00:00;35,879;37,130;;;;
06-09-10 06:00:00;35,830;37,130;;;;
06-09-10 07:00:00;36,025;37,179;;;;
06-09-10 08:00:00;36,217;37,416;;;;
06-09-10 09:00:00;36,698;38,842;;;;
06-09-10 10:00:00;37,702;41,322;;;;
06-09-10 11:00:00;38,368;41,693;;;;
06-09-10 12:00:00;39,267;43,167;;;;
06-09-10 13:00:00;39,596;43,259;;;;
06-09-10 14:00:00;40,017;42,478;;;;
06-09-10 15:00:00;40,064;42,386;;;;
06-09-10 16:00:00;40,951;43,624;;;;
06-09-10 17:00:00;41,137;43,716;;;;
06-09-10 18:00:00;41,463;43,351;;;;
06-09-10 19:00:00;41,693;43,075;;;;
06-09-10 20:00:00;41,925;42,755;;;;
06-09-10 21:00:00;42,109;42,386;;;;
06-09-10 22:00:00;42,247;42,202;;;;
06-09-10 23:00:00;41,970;41,648;;;;
07-09-10 00:00:00;42,064;41,508;;;;
07-09-10 01:00:00;41,970;41,416;;;;
07-09-10 02:00:00;41,508;39,313;;;;
07-09-10 03:00:00;41,277;37,846;;;;
07-09-10 04:00:00;40,719;35,782;;;;
07-09-10 05:00:00;40,017;34,075;;;;
07-09-10 06:00:00;40,485;34,174;;;;
07-09-10 07:00:00;40,017;33,978;;;;
07-09-10 08:00:00;39,970;33,780;;;;
07-09-10 09:00:00;39,783;33,732;;;;
07-09-10 10:00:00;39,549;33,681;;;;
07-09-10 11:00:00;41,832;33,732;;;;
07-09-10 12:00:00;44,537;37,465;;;;
07-09-10 13:00:00;47,467;45,444;;;;
07-09-10 14:00:00;49,561;50,047;;;;
07-09-10 15:00:00;52,115;52,597;;;;
07-09-10 16:00:00;54,300;50,445;;;;
07-09-10 17:00:00;54,473;51,105;;;;
07-09-10 18:00:00;51,764;50,356;;;;
07-09-10 19:00:00;52,772;48,628;;;;
07-09-10 20:00:00;50,797;45,534;;;;
07-09-10 21:00:00;50,047;43,167;;;;
07-09-10 22:00:00;48,983;41,601;;;;
07-09-10 23:00:00;48,717;40,811;;;;
08-09-10 00:00:00;48,004;40,579;;;;
08-09-10 01:00:00;47,781;40,764;;;;
08-09-10 02:00:00;47,467;40,998;;;;
08-09-10 03:00:00;47,019;41,184;;;;
08-09-10 04:00:00;46,346;41,043;;;;
08-09-10 05:00:00;45,941;40,905;;;;
08-09-10 06:00:00;45,896;40,764;;;;
08-09-10 07:00:00;45,534;40,485;;;;
08-09-10 08:00:00;45,579;40,438;;;;
08-09-10 09:00:00;45,307;39,643;;;;
08-09-10 10:00:00;45,986;39,078;;;;
08-09-10 11:00:00;47,781;41,230;;;;
08-09-10 12:00:00;49,116;46,751;;;;
08-09-10 13:00:00;49,338;50,356;;;;
08-09-10 14:00:00;49,028;52,378;;;;
08-09-10 15:00:00;47,422;50,621;;;;
08-09-10 16:00:00;44,991;48,315;;;;
08-09-10 17:00:00;44,991;46,346;;;;
08-09-10 18:00:00;45,354;45,941;;;;
08-09-10 19:00:00;46,616;46,931;;;;
08-09-10 20:00:00;44,355;44,627;;;;
08-09-10 21:00:00;43,808;42,386;;;;
08-09-10 22:00:00;43,671;41,693;;;;
08-09-10 23:00:00;43,579;41,043;;;;
09-09-10 00:00:00;42,939;39,924;;;;
09-09-10 01:00:00;42,433;39,173;;;;
09-09-10 02:00:00;41,554;38,464;;;;
09-09-10 03:00:00;41,925;38,842;;;;
09-09-10 04:00:00;41,693;38,322;;;;
09-09-10 05:00:00;40,485;36,505;;;;
09-09-10 06:00:00;41,137;36,120;;;;
09-09-10 07:00:00;41,554;37,416;;;;
09-09-10 08:00:00;40,905;37,609;;;;
09-09-10 09:00:00;41,508;38,937;;;;
09-09-10 10:00:00;42,247;40,579;;;;
09-09-10 11:00:00;44,582;44,082;;;;
09-09-10 12:00:00;45,082;48,672;;;;
09-09-10 13:00:00;44,173;50,886;;;;
09-09-10 14:00:00;44,263;48,938;;;;
09-09-10 15:00:00;44,355;51,852;;;;
09-09-10 16:00:00;43,259;48,938;;;;
09-09-10 17:00:00;41,693;45,354;;;;
09-09-10 18:00:00;42,247;46,256;;;;
09-09-10 19:00:00;41,648;44,627;;;;
09-09-10 20:00:00;41,554;43,030;;;;
09-09-10 21:00:00;41,322;41,416;;;;
09-09-10 22:00:00;40,858;40,298;;;;
09-09-10 23:00:00;40,532;39,313;;;;
10-09-10 00:00:00;40,158;38,511;;;;
10-09-10 01:00:00;39,643;36,891;;;;
10-09-10 02:00:00;38,889;35,443;;;;
10-09-10 03:00:00;38,606;35,249;;;;
10-09-10 04:00:00;37,369;34,371;;;;
10-09-10 05:00:00;38,368;34,907;;;;
10-09-10 06:00:00;37,989;36,025;;;;
10-09-10 07:00:00;37,465;36,169;;;;
10-09-10 08:00:00;37,369;36,698;;;;
10-09-10 09:00:00;37,560;38,368;;;;
10-09-10 10:00:00;38,131;41,137;;;;
10-09-10 11:00:00;38,748;45,307;;;;
10-09-10 12:00:00;39,173;47,467;;;;
10-09-10 13:00:00;40,298;49,161;;;;
10-09-10 14:00:00;39,736;46,571;;;;
10-09-10 15:00:00;40,532;46,346;;;;
10-09-10 16:00:00;38,842;45,806;;;;
10-09-10 17:00:00;39,454;46,616;;;;
10-09-10 18:00:00;39,970;45,896;;;;
10-09-10 19:00:00;40,251;45,082;;;;
10-09-10 20:00:00;40,392;44,037;;;;
10-09-10 21:00:00;40,298;42,525;;;;
10-09-10 22:00:00;39,596;41,416;;;;
10-09-10 23:00:00;40,204;41,090;;;;
11-09-10 00:00:00;39,736;40,998;;;;
11-09-10 01:00:00;40,392;40,905;;;;
11-09-10 02:00:00;40,719;41,043;;;;
11-09-10 03:00:00;40,626;41,043;;;;
11-09-10 04:00:00;40,204;40,251;;;;
11-09-10 05:00:00;40,438;39,877;;;;
11-09-10 06:00:00;40,905;40,579;;;;
11-09-10 07:00:00;41,043;40,251;;;;
11-09-10 08:00:00;41,043;40,858;;;;
11-09-10 09:00:00;40,905;41,787;;;;
11-09-10 10:00:00;41,554;44,674;;;;
11-09-10 11:00:00;42,341;48,805;;;;
11-09-10 12:00:00;43,167;50,709;;;;
11-09-10 13:00:00;43,443;51,237;;;;
11-09-10 14:00:00;46,256;54,995;;;;
11-09-10 15:00:00;43,716;55,168;;;;
